tripduration,starttime,stoptime,start station id,start station name,start station latitude,start station longitude,end station id,end station name,end station latitude,end station longitude,bikeid,usertype,birth year,gender
1076,2020-09-01 08:29:51.2310,2020-09-01 08:47:47.9240,3463,E 16 St & Irving Pl,40.735367055605394,-73.98797392845154,3906,West St & Liberty St,40.711444,-74.014847,41617,Subscriber,1967,2
398,2020-09-01 08:29:51.6870,2020-09-01 08:36:29.9450,450,W 49 St & 8 Ave,40.76227205,-73.98788205,490,8 Ave & W 33 St,40.751551,-73.993934,35275,Subscriber,1981,1
884,2020-09-01 08:29:51.7930,2020-09-01 08:44:36.1870,3819,Green St & McGuinness Blvd,40.73396,-73.95204,3129,Queens Plaza North & Crescent St,40.75110165,-73.94073717,43832,Subscriber,1985,1
201,2020-09-01 08:29:52.2170,2020-09-01 08:33:13.6990,486,Broadway & W 29 St,40.7462009,-73.98855723,402,Broadway & E 22 St,40.7403432,-73.98955109,43544,Subscriber,1992,2
973,2020-09-01 08:29:52.7800,2020-09-01 08:46:05.7980,3304,6 Ave & 9 St,40.668127,-73.98377641,310,State St & Smith St,40.68926942,-73.98912867,39727,Subscriber,1966,2
245,2020-09-01 08:29:53.7510,2020-09-01 08:33:58.9890,3809,W 55 St & 6 Ave,40.763189,-73.978434,499,Broadway & W 60 St,40.76915505,-73.98191841,36112,Subscriber,1977,1
521,2020-09-01 08:29:55.6090,2020-09-01 08:38:37.5060,3511,Adam Clayton Powell Blvd & W 115 St,40.802535,-73.9532423,3541,Amsterdam Ave & W 125 St,40.813358,-73.956461,38156,Subscriber,1991,1
961,2020-09-01 08:29:55.9290,2020-09-01 08:45:57.1480,312,Allen St & Stanton St,40.722055,-73.989111,301,E 2 St & Avenue B,40.72217444,-73.98368779,14702,Subscriber,1990,2
1126,2020-09-01 08:29:56.1160,2020-09-01 08:48:42.9770,3150,E 85 St & York Ave,40.77536905,-73.94803392,3689,W 104 St & Amsterdam Ave,40.799041392882984,-73.96649479866028,44489,Subscriber,1979,1
411,2020-09-01 08:29:57.2690,2020-09-01 08:36:48.9920,3163,Central Park West & W 68 St,40.7734066,-73.97782542,468,Broadway & W 56 St,40.7652654,-73.98192338,45123,Subscriber,1967,1
441,2020-09-01 08:29:57.9330,2020-09-01 08:37:19.4460,3074,Montrose Ave & Bushwick Ave,40.70767788,-73.94016171,3065,Union Ave & Wallabout St,40.70029511,-73.95032283,27367,Subscriber,1994,1
362,2020-09-01 08:29:57.9980,2020-09-01 08:36:00.3730,447,8 Ave & W 52 St,40.76370739,-73.9851615,3132,E 59 St & Madison Ave,40.76350532,-73.97109243,35719,Subscriber,1991,1
279,2020-09-01 08:29:58.4500,2020-09-01 08:34:37.6120,462,W 22 St & 10 Ave,40.74691959,-74.00451887,334,W 20 St & 7 Ave,40.74238787,-73.99726235,17645,Subscriber,1990,1
1355,2020-09-01 08:29:58.9340,2020-09-01 08:52:33.9710,478,11 Ave & W 41 St,40.76030096,-73.99884222,328,Watts St & Greenwich St,40.72405549,-74.00965965,15886,Subscriber,1988,2
1415,2020-09-01 08:30:00.4850,2020-09-01 08:53:35.7440,3350,W 100 St & Broadway,40.7973721,-73.97041192,3141,1 Ave & E 68 St,40.76500525,-73.95818491,26575,Subscriber,1967,1
1161,2020-09-01 08:30:00.8860,2020-09-01 08:49:21.9160,4123,Central Park W & W 103 St,40.796036841599836,-73.96158903853575,519,Pershing Square North,40.751873,-73.977706,45817,Subscriber,1987,1
821,2020-09-01 08:30:01.9660,2020-09-01 08:43:42.9790,383,Greenwich Ave & Charles St,40.735238,-74.000271,2003,1 Ave & E 18 St,40.733812191966315,-73.98054420948029,14857,Subscriber,1983,1
275,2020-09-01 08:30:02.0090,2020-09-01 08:34:37.3400,3540,Morningside Ave & W 123 St,40.81,-73.9551508,3518,Lenox Ave & W 126 St,40.808442,-73.9452087,36440,Subscriber,1994,1
1342,2020-09-01 08:30:02.8250,2020-09-01 08:52:25.6280,344,Monroe St & Bedford Ave,40.6851443,-73.95380904,3818,Calyer St & Jewel St,40.72984,-73.94839,16006,Subscriber,1986,1
957,2020-09-01 08:30:03.5290,2020-09-01 08:46:01.2400,3676,Van Brunt St & Van Dyke St,40.6758329439129,-74.01472628116608,2000,Front St & Washington St,40.70255088,-73.98940236,32798,Subscriber,1982,2
355,2020-09-01 08:30:03.9130,2020-09-01 08:35:59.0000,458,11 Ave & W 27 St,40.751396,-74.005226,453,W 22 St & 8 Ave,40.74475148,-73.99915362,45034,Subscriber,1990,2
1021,2020-09-01 08:30:05.1220,2020-09-01 08:47:06.5600,3283,W 89 St & Columbus Ave,40.7882213,-73.97041561,3443,W 52 St & 6 Ave,40.76132983124814,-73.97982001304626,39273,Subscriber,1962,2
249,2020-09-01 08:30:05.6440,2020-09-01 08:34:15.6340,2003,1 Ave & E 18 St,40.733812191966315,-73.98054420948029,497,E 17 St & Broadway,40.73704984,-73.99009296,41147,Subscriber,1987,1
471,2020-09-01 08:30:05.7090,2020-09-01 08:37:57.1210,545,E 23 St & 1 Ave,40.736502,-73.97809472,265,Stanton St & Chrystie St,40.72229346,-73.99147535,45772,Subscriber,1984,1
393,2020-09-01 08:30:05.9530,2020-09-01 08:36:39.5100,350,Clinton St & Grand St,40.71559509,-73.9870295,3916,Pearl St & Peck Slip,40.708485,-74.002751,29732,Subscriber,1982,1
1994,2020-09-01 08:30:06.0740,2020-09-01 09:03:20.1730,3167,Amsterdam Ave & W 73 St,40.77966809007312,-73.98093044757842,3992,W 169 St & Fort Washington Ave,40.8428422,-73.9421253,46552,Subscriber,1987,1
1017,2020-09-01 08:30:06.6030,2020-09-01 08:47:04.3480,3289,W 90 St & Amsterdam Ave,40.79017948095081,-73.97288918495178,468,Broadway & W 56 St,40.7652654,-73.98192338,43631,Subscriber,1982,2
1286,2020-09-01 08:30:06.7740,2020-09-01 08:51:33.2250,408,Market St & Cherry St,40.71076228,-73.99400398,402,Broadway & E 22 St,40.7403432,-73.98955109,40853,Subscriber,1989,2
841,2020-09-01 08:30:07.2020,2020-09-01 08:44:08.8870,3263,Cooper Square & Astor Pl,40.72951496224949,-73.99075269699097,465,Broadway & W 41 St,40.75513557,-73.98658032,21396,Subscriber,1991,1
700,2020-09-01 08:30:07.8870,2020-09-01 08:41:48.1860,4123,Central Park W & W 103 St,40.796036841599836,-73.96158903853575,3325,E 95 St & 3 Ave,40.7849032,-73.950503,29331,Subscriber,1987,2
547,2020-09-01 08:30:09.1300,2020-09-01 08:39:17.0890,4044,8 Ave & W 38 St,40.75461,-73.99177,434,9 Ave & W 18 St,40.74317449,-74.00366443,40558,Subscriber,1990,1
1225,2020-09-01 08:30:09.8580,2020-09-01 08:50:35.7280,368,Carmine St & 6 Ave,40.73038599,-74.00214988,3919,Wall St & South St,40.70437,-74.00637,18125,Subscriber,1990,1
1038,2020-09-01 08:30:11.9320,2020-09-01 08:47:29.9900,532,S 5 Pl & S 5 St,40.710451,-73.960876,2012,E 27 St & 1 Ave,40.739445,-73.976806,35935,Subscriber,1988,1
662,2020-09-01 08:30:12.4980,2020-09-01 08:41:14.9560,301,E 2 St & Avenue B,40.72217444,-73.98368779,79,Franklin St & W Broadway,40.71911552,-74.00666661,43183,Subscriber,1991,1
1909,2020-09-01 08:30:13.3270,2020-09-01 09:02:02.9380,423,W 54 St & 9 Ave,40.76584941,-73.98690506,3906,West St & Liberty St,40.711444,-74.014847,45827,Subscriber,1987,1
925,2020-09-01 08:30:14.1510,2020-09-01 08:45:39.4940,317,E 6 St & Avenue B,40.72453734,-73.98185424,3674,Jay St & York St,40.701403172577244,-73.98672670125961,42697,Subscriber,1990,1
898,2020-09-01 08:30:14.3250,2020-09-01 08:45:12.7250,3408,Congress St & Clinton St,40.6881529,-73.99520919,3405,5 St & 6 Ave,40.6704836,-73.98208968,34939,Subscriber,1994,2
1087,2020-09-01 08:30:14.4680,2020-09-01 08:48:21.5980,427,Bus Slip & State St,40.701907,-74.013942,434,9 Ave & W 18 St,40.74317449,-74.00366443,29303,Subscriber,1963,2
345,2020-09-01 08:30:14.8690,2020-09-01 08:36:00.3280,3607,31 Ave & 14 St,40.7682,-73.9322662,3605,31 Ave & Crescent St,40.7658346,-73.9265474,31364,Subscriber,1972,1
1553,2020-09-01 08:30:15.4990,2020-09-01 08:56:08.9480,358,Christopher St & Greenwich St,40.73291553,-74.00711384,456,E 53 St & Madison Ave,40.7597108,-73.97402311,26419,Subscriber,1981,1
373,2020-09-01 08:30:15.5200,2020-09-01 08:36:29.4520,307,Canal St & Rutgers St,40.71427487,-73.98990025,386,Centre St & Worth St,40.71494807,-74.00234482,42318,Subscriber,1941,1
1084,2020-09-01 08:30:15.7330,2020-09-01 08:48:19.9260,3690,Park Pl & Church St,40.71334184275907,-74.00935515761375,317,E 6 St & Avenue B,40.72453734,-73.98185424,34036,Customer,1991,1
171,2020-09-01 08:30:15.9800,2020-09-01 08:33:07.0650,157,Henry St & Atlantic Ave,40.69089272,-73.99612349,406,Hicks St & Montague St,40.69512845,-73.99595065,30610,Subscriber,1965,1
1223,2020-09-01 08:30:16.0850,2020-09-01 08:50:39.4190,3375,3 Ave & E 72 St,40.7699426,-73.96060712,3518,Lenox Ave & W 126 St,40.808442,-73.9452087,27154,Subscriber,1980,1
1673,2020-09-01 08:30:16.2700,2020-09-01 08:58:09.9540,4014,Riverside Dr & W 148 St,40.829114,-73.950426,3172,W 74 St & Columbus Ave,40.7785669,-73.97754961,26387,Subscriber,1995,2
1050,2020-09-01 08:30:16.3110,2020-09-01 08:47:46.5370,346,Bank St & Hudson St,40.73652889,-74.00618026,3443,W 52 St & 6 Ave,40.76132983124814,-73.97982001304626,33656,Subscriber,1973,2
343,2020-09-01 08:30:18.1450,2020-09-01 08:36:01.4810,3263,Cooper Square & Astor Pl,40.72951496224949,-73.99075269699097,254,W 11 St & 6 Ave,40.73532427,-73.99800419,40720,Subscriber,1990,1
469,2020-09-01 08:30:18.2970,2020-09-01 08:38:07.4130,3398,Smith St & 9 St,40.6746957,-73.99785768,3347,Van Brunt St & Wolcott St,40.6773429,-74.01275056,39529,Customer,1991,1
1184,2020-09-01 08:30:18.3060,2020-09-01 08:50:02.9510,445,E 10 St & Avenue A,40.72740794,-73.98142006,297,E 15 St & 3 Ave,40.734232,-73.986923,34275,Subscriber,1976,1
2131,2020-09-01 08:30:22.1230,2020-09-01 09:05:53.9590,340,Madison St & Clinton St,40.71269042,-73.98776323,315,South St & Gouverneur Ln,40.70355377,-74.00670227,38543,Customer,1969,0
459,2020-09-01 08:30:22.2920,2020-09-01 08:38:01.8120,3613,Center Blvd & 48 Ave,40.745038,-73.957539,3126,44 Dr & Jackson Ave,40.74718234,-73.9432635,45075,Customer,1994,1
135,2020-09-01 08:30:22.4640,2020-09-01 08:32:38.2360,410,Suffolk St & Stanton St,40.72066442,-73.98517977,3656,E 2 St & Avenue A,40.72307749068673,-73.98583620786667,39613,Subscriber,1992,1
890,2020-09-01 08:30:22.5320,2020-09-01 08:45:13.1520,2006,Central Park S & 6 Ave,40.76590936,-73.97634151,3374,Central Park North & Adam Clayton Powell Blvd,40.799484,-73.955613,43064,Subscriber,1981,1
642,2020-09-01 08:30:26.0120,2020-09-01 08:41:08.6150,411,E 6 St & Avenue D,40.72228087,-73.97668709,531,Forsyth St & Broome St,40.71893904,-73.99266288,36450,Subscriber,1956,2
449,2020-09-01 08:30:28.7680,2020-09-01 08:37:58.7450,467,Dean St & 4 Ave,40.68312489,-73.97895137,3368,5 Ave & 3 St,40.6728155,-73.98352355,44527,Subscriber,1991,1
1587,2020-09-01 08:30:29.2700,2020-09-01 08:56:56.9680,3354,3 St & Prospect Park West,40.668132,-73.97363831,3574,Prospect Pl & Underhill Ave,40.6769694,-73.96579,37567,Subscriber,1985,1
931,2020-09-01 08:30:30.0990,2020-09-01 08:46:01.6500,223,W 13 St & 7 Ave,40.73781509,-73.99994661,301,E 2 St & Avenue B,40.72217444,-73.98368779,15912,Customer,1969,0
610,2020-09-01 08:30:31.2810,2020-09-01 08:40:42.1640,284,Greenwich Ave & 8 Ave,40.7390169121,-74.0026376103,3686,Gansevoort St & Hudson St,40.739448201304036,-74.00507032871246,37729,Subscriber,1999,2
1132,2020-09-01 08:30:32.3860,2020-09-01 08:49:24.7090,361,Allen St & Hester St,40.71605866,-73.99190759,3255,8 Ave & W 31 St,40.7505853470215,-73.9946848154068,27277,Subscriber,1988,1
900,2020-09-01 08:30:32.9640,2020-09-01 08:45:33.4780,385,E 55 St & 2 Ave,40.75797322,-73.96603308,485,W 37 St & 5 Ave,40.75038009,-73.98338988,40575,Customer,1969,0
1493,2020-09-01 08:30:35.7190,2020-09-01 08:55:28.7450,3499,2 Ave & E 122 St,40.8006721,-73.9349,3898,E 63 St & 3 Ave,40.763954,-73.9646,33078,Subscriber,1977,1
536,2020-09-01 08:30:36.2180,2020-09-01 08:39:32.6800,3107,Bedford Ave & Nassau Ave,40.72311651,-73.95212324,3116,Huron St & Franklin St,40.73266,-73.95826,16058,Subscriber,1987,1
702,2020-09-01 08:30:36.7380,2020-09-01 08:42:19.2110,494,W 26 St & 8 Ave,40.74734825,-73.99723551,476,E 31 St & 3 Ave,40.74394314,-73.97966069,46233,Subscriber,1969,1
81,2020-09-01 08:30:37.1200,2020-09-01 08:31:58.2560,3374,Central Park North & Adam Clayton Powell Blvd,40.799484,-73.955613,3374,Central Park North & Adam Clayton Powell Blvd,40.799484,-73.955613,36225,Subscriber,1959,1
1047,2020-09-01 08:30:40.3830,2020-09-01 08:48:07.3880,3242,Schermerhorn St & Court St,40.69102925677968,-73.99183362722397,307,Canal St & Rutgers St,40.71427487,-73.98990025,44498,Subscriber,1986,2
1754,2020-09-01 08:30:42.1900,2020-09-01 08:59:56.5490,3939,Willow Ave & E 133 St,40.800933,-73.913863,3940,E 134 St & Walnut Ave,40.800425,-73.911034,37703,Customer,1998,1
412,2020-09-01 08:30:42.3860,2020-09-01 08:37:34.9510,3746,6 Ave & Broome St,40.724308321602166,-74.00473035871983,3435,Grand St & Elizabeth St,40.718822,-73.99596,43722,Subscriber,1966,2
1185,2020-09-01 08:30:42.7710,2020-09-01 08:50:28.3220,368,Carmine St & 6 Ave,40.73038599,-74.00214988,3919,Wall St & South St,40.70437,-74.00637,25563,Customer,1969,0
74,2020-09-01 08:30:43.3230,2020-09-01 08:31:58.2140,465,Broadway & W 41 St,40.75513557,-73.98658032,3785,W 42 St & 6 Ave,40.75492,-73.98455,43651,Subscriber,1991,1
578,2020-09-01 08:30:44.1820,2020-09-01 08:40:22.9120,2017,E 43 St & 2 Ave,40.75022392,-73.97121414,450,W 49 St & 8 Ave,40.76227205,-73.98788205,42034,Subscriber,1980,1
1048,2020-09-01 08:30:45.4020,2020-09-01 08:48:13.8380,427,Bus Slip & State St,40.701907,-74.013942,434,9 Ave & W 18 St,40.74317449,-74.00366443,28156,Subscriber,1958,1
391,2020-09-01 08:30:45.4550,2020-09-01 08:37:17.1980,486,Broadway & W 29 St,40.7462009,-73.98855723,3687,E 33 St & 1 Ave,40.74322681432173,-73.97449783980846,46483,Subscriber,1988,1
343,2020-09-01 08:30:45.5710,2020-09-01 08:36:29.1510,3050,Putnam Ave & Throop Ave,40.6851532,-73.94111,3046,Marcus Garvey Blvd & Macon St,40.682601,-73.938037,19603,Subscriber,1997,1
415,2020-09-01 08:30:46.1470,2020-09-01 08:37:41.4430,3506,Lexington Ave & E 120 St,40.8013066,-73.9398167,3379,E 103 St & Lexington Ave,40.7903051,-73.94755757,32597,Subscriber,1974,1
952,2020-09-01 08:30:47.8970,2020-09-01 08:46:40.2220,3041,Kingston Ave & Herkimer St,40.67890679,-73.94142771,3417,Baltic St & 5 Ave,40.6795766,-73.97854971,36818,Subscriber,1990,1
713,2020-09-01 08:30:48.4020,2020-09-01 08:42:42.0280,519,Pershing Square North,40.751873,-73.977706,545,E 23 St & 1 Ave,40.736502,-73.97809472,28619,Subscriber,1956,1
568,2020-09-01 08:30:49.7480,2020-09-01 08:40:18.7250,3697,W 64 St & Thelonious Monk Circle,40.77515953434235,-73.98918695747852,281,Grand Army Plaza & Central Park S,40.7643971,-73.97371465,42349,Subscriber,1992,1
2112,2020-09-01 08:30:50.2400,2020-09-01 09:06:02.3620,3043,Lewis Ave & Decatur St,40.6814598,-73.934903,2000,Front St & Washington St,40.70255088,-73.98940236,34116,Subscriber,1986,1
1191,2020-09-01 08:30:50.2470,2020-09-01 08:50:41.4880,3318,2 Ave & E 96 St,40.7839636,-73.9471673,528,2 Ave & E 31 St,40.74290902,-73.97706058,39426,Subscriber,1984,1
1164,2020-09-01 08:30:50.4110,2020-09-01 08:50:15.0650,530,11 Ave & W 59 St,40.77149671054441,-73.99046033620834,496,E 16 St & 5 Ave,40.73726186,-73.99238967,46494,Subscriber,1995,1
626,2020-09-01 08:30:50.7000,2020-09-01 08:41:17.0840,3774,Knickerbocker Ave & George St,40.704425,-73.92836,3846,Central Ave & Himrod St,40.69676,-73.92302,42315,Subscriber,1991,1
675,2020-09-01 08:30:52.9130,2020-09-01 08:42:08.6510,468,Broadway & W 56 St,40.7652654,-73.98192338,519,Pershing Square North,40.751873,-73.977706,20267,Subscriber,1957,1
1201,2020-09-01 08:30:53.4320,2020-09-01 08:50:54.4460,2008,Little West St & 1 Pl,40.70569254,-74.01677685,3260,Mercer St & Bleecker St,40.72706363348306,-73.99662137031554,33073,Subscriber,1968,1
400,2020-09-01 08:30:54.0940,2020-09-01 08:37:34.9850,3288,E 88 St & 1 Ave,40.778301,-73.9488134,3369,E 82 St & East End Ave,40.7724607,-73.9468208,40079,Subscriber,1954,2
781,2020-09-01 08:30:55.6590,2020-09-01 08:43:57.1950,442,W 27 St & 7 Ave,40.746647,-73.993915,3905,4 Ave & E 12 St,40.732647,-73.99011,45980,Subscriber,1985,1
251,2020-09-01 08:30:56.1070,2020-09-01 08:35:07.5670,479,9 Ave & W 45 St,40.76019252,-73.9912551,493,W 45 St & 6 Ave,40.7568001,-73.98291153,16810,Subscriber,1987,1
1248,2020-09-01 08:30:56.8270,2020-09-01 08:51:44.9060,460,S 4 St & Wythe Ave,40.71285887,-73.96590294,3822,Bushwick Ave & Forrest St,40.70076,-73.93641,43911,Subscriber,1995,1
1182,2020-09-01 08:30:57.1140,2020-09-01 08:50:39.2500,237,E 11 St & 2 Ave,40.73047309,-73.98672378,3318,2 Ave & E 96 St,40.7839636,-73.9471673,37598,Subscriber,1979,2
704,2020-09-01 08:30:57.8740,2020-09-01 08:42:42.0840,3648,Flushing Ave & Vanderbilt Ave,40.697950315695444,-73.97077560424805,3066,Tompkins Ave & Hopkins St,40.69957608,-73.94708417,14635,Subscriber,1987,2
199,2020-09-01 08:30:57.9820,2020-09-01 08:34:17.4290,3749,Lexington Ave & E 36 St,40.747573958954796,-73.9788007736206,3707,Lexington Ave & E 26 St,40.741459,-73.983293,43652,Subscriber,1991,1
1354,2020-09-01 08:30:59.0060,2020-09-01 08:53:34.0010,3839,Putnam Ave & Knickerbocker Ave,40.69545,-73.91164,3105,N 15 St & Wythe Ave,40.724055,-73.955736,37396,Customer,1985,1
836,2020-09-01 08:30:59.7610,2020-09-01 08:44:56.5500,401,Allen St & Rivington St,40.72019576,-73.98997825,3709,W 15 St & 6 Ave,40.738046142482766,-73.99642959237099,41621,Subscriber,1995,2
472,2020-09-01 08:31:00.1290,2020-09-01 08:38:52.8310,446,W 24 St & 7 Ave,40.74487634,-73.99529885,3735,W 30 St & 10 Ave,40.752694,-74.002353,19491,Subscriber,1986,1
675,2020-09-01 08:31:01.4090,2020-09-01 08:42:16.9380,3711,E 13 St & Avenue A,40.72966729392978,-73.98067966103554,435,W 21 St & 6 Ave,40.74173969,-73.99415556,28623,Subscriber,1995,1
1495,2020-09-01 08:31:01.7060,2020-09-01 08:55:57.1110,3536,W 116 St & Broadway,40.8082,-73.9641,3157,East End Ave & E 86 St,40.77518615,-73.94446054,28129,Subscriber,1974,2
618,2020-09-01 08:31:02.0570,2020-09-01 08:41:20.6670,3656,E 2 St & Avenue A,40.72307749068673,-73.98583620786667,3905,4 Ave & E 12 St,40.732647,-73.99011,32405,Subscriber,1990,1
1065,2020-09-01 08:31:02.5980,2020-09-01 08:48:47.6610,438,St Marks Pl & 1 Ave,40.72779126,-73.98564945,459,W 20 St & 11 Ave,40.746745,-74.007756,46520,Subscriber,1986,1
1184,2020-09-01 08:31:02.7580,2020-09-01 08:50:47.6990,420,Clermont Ave & Lafayette Ave,40.68764484,-73.96968902,3386,1 Pl & Clinton St,40.6809591,-73.99905709,43294,Subscriber,1983,2
366,2020-09-01 08:31:03.5500,2020-09-01 08:37:09.6460,476,E 31 St & 3 Ave,40.74394314,-73.97966069,362,Broadway & W 37 St,40.75172632,-73.98753523,36084,Customer,1969,0
429,2020-09-01 08:31:04.3030,2020-09-01 08:38:13.8820,539,Metropolitan Ave & Bedford Ave,40.71534825,-73.96024116,3082,Hope St & Union Ave,40.71167351,-73.95141312,42137,Customer,1988,2
588,2020-09-01 08:31:04.5820,2020-09-01 08:40:53.0730,3165,Central Park West & W 72 St,40.77579376683666,-73.9762057363987,3362,Madison Ave & E 82 St,40.7781314,-73.96069399,32718,Subscriber,1984,1
221,2020-09-01 08:31:05.3950,2020-09-01 08:34:47.0900,462,W 22 St & 10 Ave,40.74691959,-74.00451887,446,W 24 St & 7 Ave,40.74487634,-73.99529885,37724,Subscriber,1984,1
1705,2020-09-01 08:31:06.8710,2020-09-01 08:59:32.6560,3169,Riverside Dr & W 82 St,40.78720869,-73.98128127,377,6 Ave & Canal St,40.72243797,-74.00566443,43812,Subscriber,1993,2
1659,2020-09-01 08:31:07.9050,2020-09-01 08:58:47.0330,448,W 37 St & 10 Ave,40.75660359,-73.9979009,304,Broadway & Battery Pl,40.70463334,-74.01361706,42208,Subscriber,1988,1
535,2020-09-01 08:31:07.9540,2020-09-01 08:40:03.6790,3345,Madison Ave & E 99 St,40.78948541553215,-73.95242929458618,3538,W 110 St & Amsterdam Ave,40.802692,-73.96295,36210,Subscriber,1987,1
1148,2020-09-01 08:31:08.1570,2020-09-01 08:50:16.4340,526,E 33 St & 5 Ave,40.74765947,-73.98490707,3141,1 Ave & E 68 St,40.76500525,-73.95818491,44397,Subscriber,1988,1
1353,2020-09-01 08:31:09.9300,2020-09-01 08:53:43.9150,526,E 33 St & 5 Ave,40.74765947,-73.98490707,3141,1 Ave & E 68 St,40.76500525,-73.95818491,44078,Subscriber,1982,2
2040,2020-09-01 08:31:09.9650,2020-09-01 09:05:10.6570,3305,E 91 St & 2 Ave,40.78112229934166,-73.94965589046478,285,Broadway & E 14 St,40.73454567,-73.99074142,29170,Customer,1969,0
824,2020-09-01 08:31:10.6360,2020-09-01 08:44:54.9590,332,Cherry St,40.71219906,-73.97948148,536,1 Ave & E 30 St,40.74144387,-73.97536082,46142,Subscriber,1965,1
1128,2020-09-01 08:31:10.8100,2020-09-01 08:49:59.1230,3783,Cliff St & Fulton St,40.70838,-74.00495,3906,West St & Liberty St,40.711444,-74.014847,44619,Subscriber,1960,1
640,2020-09-01 08:31:10.9750,2020-09-01 08:41:51.1110,3712,W 35 St & Dyer Ave,40.754691750226016,-73.99740189313889,3457,E 58 St & Madison Ave,40.76302594280519,-73.97209525108337,37683,Subscriber,1992,1
968,2020-09-01 08:31:11.1190,2020-09-01 08:47:19.5420,358,Christopher St & Greenwich St,40.73291553,-74.00711384,316,Fulton St & William St,40.70955958,-74.00653609,46702,Subscriber,1982,1
510,2020-09-01 08:31:11.7090,2020-09-01 08:39:42.5900,3350,W 100 St & Broadway,40.7973721,-73.97041192,3177,W 84 St & Broadway,40.7867947,-73.977112,32529,Subscriber,1982,1
793,2020-09-01 08:31:15.1520,2020-09-01 08:44:28.9530,418,Front St & Gold St,40.70224,-73.982578,460,S 4 St & Wythe Ave,40.71285887,-73.96590294,43683,Subscriber,1987,1
1824,2020-09-01 08:31:15.4760,2020-09-01 09:01:40.1350,448,W 37 St & 10 Ave,40.75660359,-73.9979009,351,Front St & Maiden Ln,40.70530954,-74.00612572,46352,Subscriber,1995,2
791,2020-09-01 08:31:15.7300,2020-09-01 08:44:27.6450,418,Front St & Gold St,40.70224,-73.982578,460,S 4 St & Wythe Ave,40.71285887,-73.96590294,26294,Subscriber,1990,1
1308,2020-09-01 08:31:15.8840,2020-09-01 08:53:04.0900,436,Hancock St & Bedford Ave,40.68216564,-73.95399026,3339,Berkeley Pl & 6 Ave,40.6765304,-73.97846879,33445,Subscriber,1969,0
623,2020-09-01 08:31:16.0030,2020-09-01 08:41:39.6050,485,W 37 St & 5 Ave,40.75038009,-73.98338988,334,W 20 St & 7 Ave,40.74238787,-73.99726235,45704,Customer,1972,1
1644,2020-09-01 08:31:16.6870,2020-09-01 08:58:41.1690,310,State St & Smith St,40.68926942,-73.98912867,128,MacDougal St & Prince St,40.72710258,-74.00297088,40227,Subscriber,1987,2
188,2020-09-01 08:31:19.0950,2020-09-01 08:34:27.8510,3712,W 35 St & Dyer Ave,40.754691750226016,-73.99740189313889,388,W 26 St & 10 Ave,40.749717753,-74.002950346,42767,Subscriber,1970,1
979,2020-09-01 08:31:20.9270,2020-09-01 08:47:40.5660,334,W 20 St & 7 Ave,40.74238787,-73.99726235,517,Pershing Square South,40.751581,-73.97791,46392,Subscriber,1990,1
1130,2020-09-01 08:31:25.5100,2020-09-01 08:50:16.2630,3173,Riverside Blvd & W 67 St,40.777507027547976,-73.98888587951659,3145,E 84 St & Park Ave,40.77862688,-73.95772073,18744,Customer,1986,2
953,2020-09-01 08:31:26.4440,2020-09-01 08:47:20.2100,358,Christopher St & Greenwich St,40.73291553,-74.00711384,316,Fulton St & William St,40.70955958,-74.00653609,42233,Subscriber,1984,2
673,2020-09-01 08:31:27.7780,2020-09-01 08:42:41.5100,501,FDR Drive & E 35 St,40.744219,-73.97121214,465,Broadway & W 41 St,40.75513557,-73.98658032,45230,Customer,1969,0
794,2020-09-01 08:31:27.7890,2020-09-01 08:44:42.6870,442,W 27 St & 7 Ave,40.746647,-73.993915,3467,W Broadway & Spring St,40.72494672359416,-74.00165855884552,32004,Subscriber,1965,2
648,2020-09-01 08:31:28.7690,2020-09-01 08:42:17.2460,501,FDR Drive & E 35 St,40.744219,-73.97121214,503,E 20 St & Park Ave,40.73827428,-73.98751968,40981,Subscriber,1987,2
2412,2020-09-01 08:31:28.8750,2020-09-01 09:11:41.0510,307,Canal St & Rutgers St,40.71427487,-73.98990025,3221,47 Ave & 31 St,40.743,-73.93561,18387,Subscriber,1985,2
1178,2020-09-01 08:31:29.7800,2020-09-01 08:51:08.1480,3547,Broadway & Moylan Pl,40.8143256,-73.9590255,3132,E 59 St & Madison Ave,40.76350532,-73.97109243,36293,Subscriber,1958,2
1546,2020-09-01 08:31:33.0740,2020-09-01 08:57:19.0850,3598,Newton Rd & 44 St,40.7595701,-73.9142678,3142,1 Ave & E 62 St,40.7612274,-73.96094022,31578,Customer,1983,1
470,2020-09-01 08:31:34.7190,2020-09-01 08:39:25.6850,3236,W 42 St & Dyer Ave,40.75898481399634,-73.99379968643188,519,Pershing Square North,40.751873,-73.977706,27121,Customer,1969,0
3003,2020-09-01 08:31:35.1220,2020-09-01 09:21:39.0870,316,Fulton St & William St,40.70955958,-74.00653609,316,Fulton St & William St,40.70955958,-74.00653609,33259,Customer,1977,2
327,2020-09-01 08:31:36.4340,2020-09-01 08:37:04.4160,503,E 20 St & Park Ave,40.73827428,-73.98751968,3709,W 15 St & 6 Ave,40.738046142482766,-73.99642959237099,45157,Subscriber,1980,2
706,2020-09-01 08:31:37.8940,2020-09-01 08:43:24.6060,2003,1 Ave & E 18 St,40.733812191966315,-73.98054420948029,455,1 Ave & E 44 St,40.75001986,-73.96905301,43610,Subscriber,1977,2
